Rank,School Rank,School,Team Name,Member1,Member2,Member3,Coach,Girl,Official,Solved,Penalty,Medal,A,B,C,D,E,F,G,H,I,J,K,L,M
307,191,浙江中医药大学,赛博中医,王震,黄超逸,何子涵,罗杰,,True,2,250,Honorable,,,,,+1(56),,-8,,,+1(154),-2,,
308,192,南京林业大学,25浙软点击就送,喻灯,缪若凡,俞言骐,张严,,True,2,256,Honorable,,,,,+1(64),,-2,,,+2(132),-2,,
309,193,华南农业大学,没有空的桌子了,巴云浩,吴文斌,林永鸿,祝胜林,,True,2,263,Honorable,,,,,+(20),,-2,,,+4(163),-1,,
310,,河南理工大学,Byd The Time,张逸晨,雷皓文,梁鑫雨,陈艳丽,,True,2,274,Honorable,,-4,,,+1(67),,,,,+(187),,,
311,,南京邮电大学,一笛清风寻鹤梦,田晓亮,陈卓然,刘沛城,陈志,,True,2,275,Honorable,,,,,+1(26),,-1,,,+1(209),-1,,
312,,武汉理工大学,*打星参赛,周豪,黄若煊,王秋林,邓佳,,True,2,280,Honorable,,-2,,,+2(33),,-1,,,+3(147),,,
313,,西北工业大学,别人AC我们WA,吴旭昊,白昊明,吴天烨,姜学锋,,True,2,293,Honorable,,-2,,,+(22),,,,,+3(211),,-1,
314,194,华东理工大学,珂朵莉最可爱了,仇俊杰,徐池,张孙毓,罗勇军,,True,2,301,Honorable,,,,,+2(52),,-5,,,+3(149),,,
315,195,天津仁爱学院,真心为你,熊雨荻,王志毅,许钰轩,冉娟,,True,2,309,Honorable,,,,,+2(68),,,,,+4(121),-1,,
316,196,湖南大学,无限循环,邱琼林,蔡芸涛,刘继云,吴昊,,True,2,311,Honorable,,,,,+2(137),,-2,,,+1(114),,,
317,,苏州大学,SUDA内存溢出,王天予,周子尧,汪子琛,朱晓旭,,True,2,312,Honorable,,-5,,,+3(74),,,,,+1(158),,,
318,,温州大学,温大二十二队,王世昌,梅皓翔,何家燊,胡明晓,,True,2,318,Honorable,,,,,+(46),,,,,+2(232),-2,,
319,197,西北大学,一定是那ICPC，它把大哥打至跪地，可能是迫大哥跟它回去做题目口牙,朱珈成,罗穰杰,梁家瑞,冯筠,,True,2,324,Honorable,,,,,+1(36),,,,,+1(248),,-1,
320,198,江西理工大学,网瘾少年,罗健,范裕坤,华振峰,管希东,,True,2,331,Honorable,,-3,,,+1(70),,-6,,,+(241),-11,,
321,199,浙江机电职业技术大学,克图格亚,张宏伟,戚俊豪,滕冠宇,邹会来,,True,2,343,Honorable,,,,,+2(41),,,,,+1(242),-5,,
322,200,绍兴理工学院,爱会消失对不队,胡佳梦,丁华艺,叶韩亮,唐晓平,,True,2,388,Honorable,,,,,+(36),,,,,+6(232),,,
323,,中国矿业大学,发际线和我作对,周博岩,毛子瑜,李蕴龙,杨文嘉,,True,2,398,Honorable,,,,,+5(68),,,,,+2(190),-5,,
324,,香港中文大学（深圳）,仚屳屲冚,孙超逸,张恒,梁皓,方一向,,True,2,440,Honorable,,,,,+3(88),,-2,,,+3(232),,,
325,201,西南财经大学,贴上SWUFE，大显神威,肖旭仁,刘勇杰,刘俊宏,陈智,,True,2,478,Honorable,,,,,+1(64),,,,,+7(254),,,
326,,齐鲁工业大学,负重越野,吴斌,魏文泽,廉昌业,鹿文鹏,,True,2,483,Honorable,,-1,,,+(25),,-1,,-1,+8(298),-1,,
327,,香港理工大学,来自原神,张昊霖,李易峰,付冠赫,李博,,True,1,19,Honorable,,-1,,,+(19),,-6,,,-6,,-1,
328,202,上海纽约大学,上海纽约大学 队伍0,孙祺,许子岳,王禹嘉,顾贤斌,,True,1,22,Honorable,,-6,,,+(22),,,,,-1,,,
329,203,苏州科技大学,三个青名,牟其霖,韩守坤,林凯伦,程成,,True,1,29,Honorable,,-2,,,+(29),,,,,-6,-1,,
330,204,西南民族大学,夜阑风静欲归时，唯有一江明月碧琉璃,詹宁康,张楚豪,苗家纯,周绪川,,True,1,39,Honorable,,-1,,,+1(19),,,,,-12,,,
331,205,泰州学院,对对对,吕志国,季冉,孙浩,江敏,,True,1,77,Honorable,,-1,,,+(77),,,,,-4,,,
332,206,盐城工学院,挑战者,曹翔,叶学成,王俊皓,徐秀芳,,True,1,199,Honorable,,,,,+1(179),,,,,,,,
333,207,大连理工大学盘锦校区,猪猪猪,朱禹洲,祝王子,刘腾予,焦力宾,,True,1,242,Honorable,,,,,+3(182),,,,,,,,
334,208,宿迁学院,我是卖鱼的,王艳,徐元昊,李周晗,王海燕,,True,1,291,Honorable,,-2,,,+7(151),,,,,-10,,,
335,,广东工业大学,紫罗兰永恒花园,何其浚,叶冠锋,张越,孙宣东,,True,0,0,Honorable,,-5,,,-13,,,,,,,,
336,209,信息工程大学,肖舔犬,唐日文,陈铮,王瑞雪,刘晨阳,,True,0,0,Honorable,,,,,,,,,,,,,
